sale_date,item_id,sale_id,product_id,quantity,original_price,unit_price,discount_applied,discount_percent,discounted,item_total,channel,channel_campaigns,total_amount,product_name,category,brand,color,size,catalog_price,cost_price,customer_id,gender,age_range,signup_date,first_name,last_name,email,country
2025-04-21,2601,1344,276,1,64.44,64.44,0.0,0.00%,0,64.44,App Mobile,App Mobile,179.43,Relaxed High-Waist Tee,T-Shirts,Tiva,Red,M,64.44,35.47,857,Female,36-45,2025-04-21,Nanette,Emsley,nemsleyns@imgur.com,Germany
2025-04-17,2521,466,194,1,64.11,64.11,0.0,0.00%,0,64.11,E-commerce,Website Banner,573.78,Vintage Sleeveless Set,Sleepwear,Tiva,White,M,64.11,37.82,538,Female,46-55,2025-04-01,Gannon,Hebborne,ghebborneex@dailymail.co.uk,Netherlands
2025-04-16,674,946,371,1,63.82,63.82,0.0,0.00%,0,63.82,App Mobile,App Mobile,192.66,Elegant Cotton Tee,T-Shirts,Tiva,White,XL,63.82,27.46,289,Female,46-55,2025-04-30,Reese,Jindracek,rjindracek80@edublogs.org,Netherlands
2025-06-15,2257,1117,372,1,63.79,63.79,0.0,0.00%,0,63.79,E-commerce,Website Banner,190.25,Essential Linen Trousers,Pants,Tiva,Blue,S,63.79,25.86,660,Female,56-65,2025-04-23,Shurlocke,Oslar,,Italy
2025-06-15,174,394,79,1,63.22,63.22,0.0,0.00%,0,63.22,E-commerce,Website Banner,,Modern Satin Trousers,Pants,Tiva,Red,L,63.22,32.09,435,Female,36-45,2025-02-17,Chiquita,Lockless,clocklessc2@boston.com,Netherlands
2025-04-21,115,230,206,1,63.03,63.03,0.0,0.00%,0,63.03,App Mobile,App Mobile,404.19,Vintage Silk Trousers,Pants,Tiva,Blue,XL,63.03,25.39,428,Female,56-65,2025-04-18,Wyatt,Jelliman,wjellimanbv@gov.uk,Spain
2025-05-15,1404,207,56,1,62.92,62.92,0.0,0.00%,0,62.92,E-commerce,Website Banner,438.51,Modern Wrap Shoes,Shoes,Tiva,Red,XS,62.92,42.57,884,Female,26-35,2025-04-13,Elena,Tregensoe,etregensoeoj@eepurl.com,Spain
2025-04-28,2400,436,38,1,62.8,62.8,0.0,0.00%,0,62.8,App Mobile,App Mobile,345.59,Soft Crew Tee,T-Shirts,Tiva,Red,XS,62.8,26.96,481,Female,56-65,2025-05-09,Catrina,Kneaphsey,ckneaphseydc@ft.com,France
2025-04-28,718,436,317,1,62.63,62.63,0.0,0.00%,0,62.63,App Mobile,App Mobile,345.59,Relaxed High-Waist Set,Sleepwear,Tiva,Black,XL,62.63,32.74,481,Female,56-65,2025-05-09,Catrina,Kneaphsey,ckneaphseydc@ft.com,France
2025-05-17,1997,1245,115,1,62.27,62.27,0.0,0.00%,0,62.27,E-commerce,Website Banner,261.02,Modern High-Waist Set,Sleepwear,Tiva,Green,XL,62.27,36.74,348,Female,36-45,2025-02-19,Myca,D'Adamo,,Germany
2025-05-20,1481,1135,437,1,62.17,62.17,0.0,0.00%,0,62.17,App Mobile,App Mobile,202.84,Elegant Boxy Dress,Dresses,Tiva,Green,L,62.17,26.23,946,Female,16-25,2025-04-03,Hamnet,Fishwick,hfishwickq9@blogtalkradio.com,France
2025-06-05,1538,418,437,1,62.17,62.17,0.0,0.00%,0,62.17,App Mobile,App Mobile,211.8,Elegant Boxy Dress,Dresses,Tiva,Green,L,62.17,26.23,384,Female,16-25,2025-04-22,Othelia,Marvelley,omarvelleyan@intel.com,Germany
2025-04-24,1044,626,50,1,61.95,61.95,0.0,0.00%,0,61.95,App Mobile,App Mobile,,Modern Wrap Tee,T-Shirts,Tiva,Red,M,61.95,28.22,376,Female,36-45,2025-04-16,Lannie,Bourcq,lbourcqaf@shareasale.com,Germany
2025-04-17,2354,779,266,1,61.67,61.67,0.0,0.00%,0,61.67,App Mobile,App Mobile,194.09,Polished Crew Trousers,Pants,Tiva,Green,L,61.67,38.37,577,Female,26-35,2025-04-29,Jyoti,Casey,jcaseyg0@globo.com,Netherlands
2025-04-04,1311,168,35,1,61.61,61.61,0.0,0.00%,0,61.61,App Mobile,App Mobile,482.74,Modern Ribbed Dress,Dresses,Tiva,White,XL,61.61,42.49,896,Female,46-55,2025-04-10,Baxie,Larne,blarneov@paginegialle.it,Portugal
2025-05-31,2658,1103,35,1,61.61,61.61,0.0,0.00%,0,61.61,E-commerce,Website Banner,108.13,Modern Ribbed Dress,Dresses,Tiva,White,XL,61.61,42.49,393,Female,46-55,2025-04-09,Prescott,Vinden,pvindenaw@stumbleupon.com,France
2025-06-04,131,1281,399,1,61.6,61.6,0.0,0.00%,0,61.6,App Mobile,App Mobile,140.28,Elegant Linen Shoes,Shoes,Tiva,Green,38,61.6,38.52,772,Female,16-25,2025-01-29,Valerye,Hallut,vhallutlf@php.net,Spain
2025-04-15,589,43,399,1,61.6,61.6,0.0,0.00%,0,61.6,App Mobile,App Mobile,478.95,Elegant Linen Shoes,Shoes,Tiva,Green,38,61.6,38.52,217,Female,56-65,2025-04-10,Adlai,Mauro,amauro60@reference.com,Italy
2025-04-23,60,226,428,1,61.22,61.22,0.0,0.00%,0,61.22,App Mobile,App Mobile,401.31,Elegant High-Waist Shoes,Shoes,Tiva,Blue,38,61.22,40.79,575,Female,26-35,2025-04-15,Izabel,Reveland,irevelandfy@skyrock.com,Netherlands
2025-05-15,539,509,483,1,60.89,60.89,0.0,0.00%,0,60.89,E-commerce,Website Banner,253.64,T-Shirts Drop 3,T-Shirts,Tiva,Red,S,60.89,32.66,663,Female,26-35,2025-03-08,Urbano,Bilney,ubilneyie@cbslocal.com,Netherlands
2025-04-21,2091,370,483,1,60.89,60.89,0.0,0.00%,0,60.89,App Mobile,App Mobile,186.88,T-Shirts Drop 3,T-Shirts,Tiva,Red,S,60.89,32.66,225,Female,26-35,2025-03-12,Sayre,Rabjohns,srabjohns68@tuttocitta.it,France
2025-04-19,2727,486,483,1,60.89,60.89,0.0,0.00%,0,60.89,App Mobile,App Mobile,291.32,T-Shirts Drop 3,T-Shirts,Tiva,Red,S,60.89,32.66,241,Female,46-55,2025-03-27,,Sogg,msogg6o@dagondesign.com,Spain
2025-04-30,2291,510,340,1,60.83,60.83,0.0,0.00%,0,60.83,E-commerce,Website Banner,227.01,Tailored Cotton Shoes,Shoes,Tiva,Black,XS,60.83,26.12,892,Female,46-55,2025-03-16,Flin,Gianuzzi,fgianuzzior@acquirethisname.com,Germany
2025-04-23,1551,1339,129,1,60.68,60.68,0.0,0.00%,0,60.68,App Mobile,App Mobile,,Classic Linen Trousers,Pants,Tiva,Red,XS,60.68,24.4,796,Female,16-25,2025-03-03,Pippy,Vairow,pvairowm3@imageshack.us,Netherlands
2025-05-21,2342,52,129,1,60.68,60.68,0.0,0.00%,0,60.68,E-commerce,Website Banner,646.63,Classic Linen Trousers,Pants,Tiva,Red,XS,60.68,24.4,438,Female,16-25,2025-05-21,Trista,Probin,tprobinc5@addtoany.com,Germany
2025-04-27,67,1329,287,1,60.34,60.34,0.0,0.00%,0,60.34,App Mobile,App Mobile,,Relaxed Ribbed Set,Sleepwear,Tiva,Blue,XL,60.34,32.56,28,Female,16-25,2025-04-02,Ingemar,Dannatt,,Spain
2025-04-04,271,247,287,1,60.34,60.34,0.0,0.00%,0,60.34,App Mobile,App Mobile,,Relaxed Ribbed Set,Sleepwear,Tiva,Blue,XL,60.34,32.56,672,Female,56-65,2025-01-23,Edd,Meiklem,emeiklemin@tripadvisor.com,Germany
2025-05-17,2913,1166,287,1,60.34,60.34,0.0,0.00%,0,60.34,E-commerce,Website Banner,284.19,Relaxed Ribbed Set,Sleepwear,Tiva,Blue,XL,60.34,32.56,243,Female,16-25,2025-01-27,Franz,Dacres,fdacres6q@wordpress.com,Germany
2025-04-23,2981,1339,54,1,60.33,60.33,0.0,0.00%,0,60.33,App Mobile,App Mobile,121.01,Modern Silk Dress,Dresses,Tiva,Blue,L,60.33,40.33,796,Female,16-25,2025-03-03,Pippy,Vairow,pvairowm3@imageshack.us,Netherlands
2025-05-26,507,404,324,1,60.31,60.31,0.0,0.00%,0,60.31,E-commerce,Website Banner,,Tailored Linen Tee,T-Shirts,Tiva,Green,S,60.31,29.19,929,Female,26-35,2025-01-11,Llywellyn,Cristofari,lcristofarips@cbsnews.com,Netherlands
2025-06-06,471,976,307,1,66.87,60.18,6.69,10.00%,1,60.18,E-commerce,Website Banner,220.59,Essential Crew Tee,T-Shirts,Tiva,White,S,66.87,37.11,682,Female,16-25,2025-03-10,,Hexam,hhexamix@japanpost.jp,Portugal
2025-04-30,1786,607,433,1,60.12,60.12,0.0,0.00%,0,60.12,App Mobile,App Mobile,395.28,Essential Boxy Trousers,Pants,Tiva,Red,XS,60.12,35.2,785,Female,56-65,2025-03-18,Bobbee,Sparrow,bsparrowls@clickbank.net,France
2025-05-21,2423,10,347,1,59.92,59.92,0.0,0.00%,0,59.92,E-commerce,Website Banner,299.7,Tailored Sleeveless Tee,T-Shirts,Tiva,Blue,XS,59.92,35.38,195,Female,56-65,2025-02-28,Zondra,Camillo,zcamillo5e@pinterest.com,France
2025-04-25,143,557,99,1,59.78,59.78,0.0,0.00%,0,59.78,App Mobile,App Mobile,423.11,Modern Boxy Tee,T-Shirts,Tiva,White,XS,59.78,24.37,194,Female,16-25,2025-04-22,Renault,Roswarn,,Netherlands
2025-05-31,3191,761,391,1,59.77,59.77,0.0,0.00%,0,59.77,E-commerce,Website Banner,232.67,Elegant Wrap Dress,Dresses,Tiva,Red,XL,59.77,41.67,858,Female,16-25,2025-04-10,Brendan,Whistlecraft,bwhistlecraftnt@guardian.co.uk,Germany
2025-04-25,1991,89,464,1,59.58,59.58,0.0,0.00%,0,59.58,E-commerce,Website Banner,312.2,Bold Ribbed Shoes,Shoes,Tiva,White,XS,59.58,34.26,46,Female,56-65,2025-04-26,Bettine,Birt,,Germany
2025-05-26,2437,277,291,1,59.56,59.56,0.0,0.00%,0,59.56,E-commerce,Website Banner,534.45,Essential Silk Shoes,Shoes,Tiva,Green,XS,59.56,24.37,791,Female,16-25,2025-04-05,Tiffani,Heape,theapely@cornell.edu,Portugal
2025-06-17,676,190,160,1,59.38,59.38,0.0,0.00%,0,59.38,App Mobile,App Mobile,291.5,Classic High-Waist Set,Sleepwear,Tiva,Green,L,59.38,36.72,247,Female,46-55,2025-02-14,Keelby,Dorricott,kdorricott6u@rakuten.co.jp,Netherlands
2025-04-30,3071,255,160,1,59.38,59.38,0.0,0.00%,0,59.38,E-commerce,Website Banner,187.46,Classic High-Waist Set,Sleepwear,Tiva,Green,L,59.38,36.72,509,Female,36-45,2025-01-29,Rustin,Creavin,rcreavine4@wordpress.org,Netherlands
2025-04-27,3078,435,244,1,59.32,59.32,0.0,0.00%,0,59.32,App Mobile,App Mobile,300.68,Relaxed Cotton Shoes,Shoes,Tiva,Red,40,59.32,30.32,613,Female,16-25,2025-05-12,Sherry,Atmore,,Netherlands
2025-05-31,110,1034,214,1,59.07,59.07,0.0,0.00%,0,59.07,App Mobile,App Mobile,192.63,Vintage Crew Trousers,Pants,Tiva,Blue,S,59.07,27.6,342,Female,36-45,2025-04-24,Tyne,Mahony,tmahony9h@xrea.com,Netherlands
2025-04-14,889,1304,214,1,59.07,59.07,0.0,0.00%,0,59.07,App Mobile,App Mobile,88.35,Vintage Crew Trousers,Pants,Tiva,Blue,S,59.07,27.6,839,Female,36-45,2025-01-29,Nonie,Esseby,nessebyna@newsvine.com,Germany
2025-04-15,1597,383,214,1,59.07,59.07,0.0,0.00%,0,59.07,App Mobile,App Mobile,504.66,Vintage Crew Trousers,Pants,Tiva,Blue,S,59.07,27.6,451,Female,36-45,2025-05-09,Marie-jeanne,Battrick,mbattrickci@deliciousdays.com,France
2025-05-06,1836,65,384,1,58.94,58.94,0.0,0.00%,0,58.94,E-commerce,Website Banner,326.98,Tailored Sleeveless Set,Sleepwear,Tiva,Black,S,58.94,39.09,168,Female,36-45,2025-01-23,Madelyn,,mslobom4n@deliciousdays.com,France
2025-04-13,759,127,63,1,58.67,58.67,0.0,0.00%,0,58.67,App Mobile,App Mobile,566.98,Soft Crew Set,Sleepwear,Tiva,Green,XL,58.67,38.05,490,Female,56-65,2025-01-22,Gawen,Moule,gmouledl@google.com.hk,Germany
2025-04-29,705,833,366,1,58.34,58.34,0.0,0.00%,0,58.34,E-commerce,Website Banner,217.91,Essential Wrap Trousers,Pants,Tiva,White,XS,58.34,30.09,511,Female,16-25,2025-04-18,,Allot,kallote6@ifeng.com,France
2025-04-17,1370,856,366,1,58.34,58.34,0.0,0.00%,0,58.34,E-commerce,Website Banner,206.9,Essential Wrap Trousers,Pants,Tiva,White,XS,58.34,30.09,648,Female,36-45,2025-02-18,Sylvan,De Vuyst,sdevuysthz@creativecommons.org,Germany
2025-04-29,2021,1179,366,1,58.34,58.34,0.0,0.00%,0,58.34,E-commerce,Website Banner,250.58,Essential Wrap Trousers,Pants,Tiva,White,XS,58.34,30.09,462,Female,36-45,2025-03-08,Mandel,Millwall,mmillwallct@time.com,Italy
2025-04-30,71,647,22,1,58.26,58.26,0.0,0.00%,0,58.26,E-commerce,Website Banner,379.16,Soft Satin Tee,T-Shirts,Tiva,Black,XS,58.26,25.74,688,Female,46-55,2025-04-02,Melisandra,Arnell,marnellj3@mail.ru,Italy
2025-05-06,1315,323,22,1,58.26,58.26,0.0,0.00%,0,58.26,E-commerce,Website Banner,265.56,Soft Satin Tee,T-Shirts,Tiva,Black,XS,58.26,25.74,512,Female,56-65,2025-02-01,Desirae,Damper,ddampere7@wikispaces.com,Germany
2025-04-24,2065,231,145,1,58.25,58.25,0.0,0.00%,0,58.25,E-commerce,Website Banner,385.35,Classic Boxy Shoes,Shoes,Tiva,Black,40,58.25,28.28,453,Female,16-25,2025-02-08,Ricca,Sconce,rsconceck@tripadvisor.com,France
2025-06-16,2140,947,101,1,58.11,58.11,0.0,0.00%,0,58.11,E-commerce,Website Banner,97.73,Classic Wrap Tee,T-Shirts,Tiva,Green,L,58.11,23.79,127,Female,56-65,2025-05-02,,Daelman,gdaelman3i@bandcamp.com,Netherlands
2025-05-30,2175,594,101,1,58.11,58.11,0.0,0.00%,0,58.11,App Mobile,App Mobile,,Classic Wrap Tee,T-Shirts,Tiva,Green,L,58.11,23.79,69,Female,16-25,2025-05-21,Egbert,Hadingham,ehadingham1w@gov.uk,Germany
2025-05-13,2696,402,225,1,58.11,58.11,0.0,0.00%,0,58.11,E-commerce,Website Banner,394.47,Polished Crew Shoes,Shoes,Tiva,White,XS,58.11,27.87,301,Female,26-35,2025-03-24,Cari,Ellington,cellington8c@oracle.com,France
2025-05-31,1745,264,321,1,58.09,58.09,0.0,0.00%,0,58.09,App Mobile,App Mobile,253.51,Relaxed Cotton Trousers,Pants,Tiva,White,XS,58.09,32.81,131,Female,46-55,2025-03-28,Leo,Dumbellow,ldumbellow3m@dailymail.co.uk,Germany
2025-05-31,2846,601,83,1,57.8,57.8,0.0,0.00%,0,57.8,E-commerce,Website Banner,542.92,Modern Sleeveless Tee,T-Shirts,Tiva,Blue,XS,57.8,28.86,387,Female,46-55,2025-02-04,Hartwell,Ragless,hraglessaq@buzzfeed.com,France
2025-06-17,974,294,227,1,57.51,57.51,0.0,0.00%,0,57.51,E-commerce,Website Banner,,Polished Crew Tee,T-Shirts,Tiva,White,S,57.51,39.79,489,Female,56-65,2025-05-17,,Grassett,sgrassettdk@state.gov,Germany
